"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"NR3C1" 114.83010560562 -1.05790589472462 0.346786353752694 -3.05059839661123 0.00228385832312011 0.0146984391957184
"CCDC69" 222.449770613174 1.04756659971194 0.192121529821672 5.45262470418748 4.96317434106072e-08 1.22811337495808e-06
"LSM11" 318.050891002252 1.06129951175263 0.374589617070826 2.83323259211416 0.00460798437317133 0.0257144748318331
"GFPT2" 79.0127071079718 1.47564905748556 0.47542802472532 3.10383271650451 0.00191031308193567 0.0127388113988098
"ELOVL2" 261.974061834291 -2.05959229996531 0.590072941398174 -3.49040288999715 0.00048229285759407 0.0040957274571477
"NEDD9" 385.039400870214 1.3533684125395 0.164960442289673 8.20419970845474 2.32131958480228e-16 2.09409555915849e-14
"SLC17A4" 12.5396148276348 4.59760037722875 1.1137105236077 4.1281825750694 3.6564174903878e-05 0.000468918464019107
"H2BC11" 1404.36134527341 -1.37038664696925 0.325199595857426 -4.21398631617628 2.5090249355098e-05 0.00033681952939535
"H1-5" 85.6921920864387 -1.6466989464497 0.608760132903142 -2.70500457807033 0.00683034481183244 0.0352733573910365
"H2BC17" 116.990458362005 -1.03127041878953 0.341047636035588 -3.023831013102 0.00249595813500395 0.0157551743611785
"OR2B6" 102.631210537241 -1.24562024697932 0.407647671319922 -3.05562949236562 0.00224588597826192 0.0145310663683693
"GABBR1" 770.577859564259 1.14819526443357 0.400915563244177 2.86393288188281 0.0041841666024573 0.0238295231432155
"PSORS1C1" 48.0072045509964 1.1750960455262 0.386549405220967 3.03996340352527 0.00236606897143453 0.0150920733386325
"FKBP5" 5161.93993585585 -1.24054228617563 0.181617006102976 -6.83054033757303 8.45953876584337e-12 4.08412044331404e-10
"GLP1R" 181.148466649585 1.99650216435141 0.339047124663128 5.88856834086147 3.89555455149876e-09 1.23740683510082e-07
"UNC5CL" 38.9980700957572 1.01359069334709 0.376706674167912 2.69066295569612 0.00713101988152737 0.0364753358554211
"PGC" 40.3758184416787 -3.91621700199738 0.659688881492231 -5.93646052232806 2.91241002108517e-09 9.55888087377789e-08
"PTCRA" 21.2088027530107 -2.69275055915264 0.691645476394035 -3.8932526143185 9.89090613941735e-05 0.00109117914201944
"ENPP5" 816.425933057316 1.97461890026573 0.226602809693358 8.71400889926218 2.93313338460685e-18 3.21565116269364e-16
"ELOVL5" 8103.44916531798 -1.56952843864861 0.252161615814479 -6.22429561128504 4.83724281522706e-10 1.83130820920838e-08
"OGFRL1" 1801.68472578234 1.1249956524565 0.223414786514804 5.03545745564141 4.76709002453859e-07 9.91542163601985e-06
"SH3BGRL2" 296.973642682443 1.64517774405133 0.284926076792717 5.7740511594107 7.7387923065661e-09 2.27933421909998e-07
"GPR63" 604.383871835529 1.01670440103468 0.116383882789159 8.73578348366794 2.419730638888e-18 2.70924025504432e-16
"OSTM1" 1222.86568700025 1.64074566694658 0.127826782885545 12.8356955397656 1.03469524109335e-37 5.26926895843251e-35
"MAN1A1" 398.081942826094 2.62960356964821 0.4241091249377 6.20029943952395 5.63558344403848e-10 2.10826909552217e-08
"SERINC1" 3756.33798970094 1.01829670921926 0.100967083407487 10.0854325474529 6.40823163860829e-24 1.14962219180351e-21
"NCOA7" 1315.1412611684 1.61057705628627 0.212986430480215 7.56187637238175 3.97295907773695e-14 2.66898318979716e-12
"PTPRK" 572.172693063428 1.01277395078374 0.131306358812439 7.71306096630407 1.22835371634712e-14 8.77466973754389e-13
"TULP4" 2491.67420558154 1.32571131135977 0.334117423419181 3.96780059475241 7.25389880142924e-05 0.000838340412724476
"FAM20C" 87.7902663129394 1.62088783202818 0.562600902389161 2.88106155739329 0.00396338225576604 0.0228858506480536
"ADAP1" 95.1530526228605 1.1412387082926 0.428851353717184 2.66115216473169 0.00778737554198092 0.0392617236822123
